,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
337,Daley Sinkgraven,Fortuna Sittard,Laliga,29 years old (04-07-1995),179cm,Netherlands,"Defender (Left), Midfielder (Centre, Left)",,,1(1),91.0,-,-,-,-,78.9,0.5,-,6.41,,,-,-,-,-,-,-,-,-,-,0.5,-,0.5,0.5,0.5,0.5,0.5,-,2.5,1,3.5,0.5,1,1,-,0.5,-,0.5,0.5,-,-,-,-,28.5,0.5,1.5,22,4.5,0.5,-,0.5,-,-,-,-,-,-,-
338,Javi Sánchez,Real Valladolid CF,Laliga,28 years old (14-03-1997),"1,89m",Spain,Defender (Centre),Centre-Back,right,25,2033.0,2,-,6,-,87.8,1.4,-,6.41,"Jun 30, 2026",€1.80m,0.4,0.1,-,-,0.1,0.4,0.3,-,0.2,0.1,-,0.1,0.3,-,2.6,1.4,1.2,1,0.4,1.4,0.9,0.1,0.8,-,4.4,1.1,-,0.4,-,-,-,-,46,2.7,3.5,37.6,2.1,0.2,0.1,0.2,-,-,-,-,-,-,-
339,Facundo Garcés,Deportivo Alavés,Laliga,25 years old (05-09-1999),"1,89m",Argentina,Defender (Centre),Centre-Back,right,2(3),226.0,-,-,-,-,81.5,1.6,-,6.4,"Jun 30, 2028",€1.20m,0.2,-,-,-,-,0.2,-,-,0.2,-,-,-,0.2,-,2.4,1.6,0.8,0.2,0.2,0.4,0.4,0.2,0.2,-,4.2,0.8,-,-,-,-,-,-,13,1,1.2,9.6,1.2,0.4,-,0.4,-,-,-,-,-,-,-
340,Javi López,Real Sociedad,Laliga,23 years old (25-03-2002),"1,83m",Spain,Defender (Left),Left-Back,left,19(7),1755.0,-,-,4,-,83.6,0.4,-,6.4,"Jun 30, 2030",€7.50m,0.2,-,-,-,-,0.2,0.2,-,-,1.4,0.8,0.6,0.9,0.8,1.1,0.4,0.7,1.5,0.5,2,0.3,1,1.1,-,1.8,0.3,0.3,0.5,-,-,-,-,25.6,1.3,1.5,20.1,2.7,0.2,-,0.2,-,-,-,-,-,-,-
341,Franco Cervi,Celta de Vigo,Laliga,30 years old (26-05-1994),"1,66m",Argentina,"Defender (Left), Midfielder (Centre, Left, Right)",Left Winger,left,4(2),260.0,-,-,1,-,66.4,0.7,1,6.4,"Jun 30, 2026",€900k,-,-,-,-,-,-,-,-,-,0.2,-,0.2,0.5,0.3,1.3,0.7,0.7,1.3,0.7,2,1.3,0.2,0.7,-,0.8,-,0.2,0.7,-,-,-,-,17.8,0.5,2.3,11.3,3.7,0.8,0.2,0.7,-,-,-,-,-,-,-
342,Manu Sánchez,Deportivo Alavés,Laliga,24 years old (24-08-2000),"1,71m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,25(3),2209.0,1,-,6,1,72.8,0.3,1,6.4,"Jun 30, 2025",€6.00m,0.4,-,-,-,-,0.4,0.1,-,0.3,1.1,0.9,0.3,1.2,0.5,1.2,0.3,0.9,2.4,0.8,3.2,1,0.6,1.7,-,1.8,0.3,0.3,1.3,-,-,-,-,23.8,0.8,2.6,16.6,3.9,0.4,0.1,0.3,-,-,-,-,-,-,-
343,Williot Swedberg,Celta de Vigo,Laliga,21 years old (01-02-2004),"1,87m",Sweden,Attacking Midfielder (Left),Left Winger,right,13(14),1147.0,3,3,1,-,75.3,0.3,1,6.4,"Jun 30, 2027",€5.00m,1,0.1,-,0.1,-,1,0.2,-,0.7,1.4,1.1,0.3,1.6,0.5,0.8,0.3,0.5,0.7,0.2,0.9,0.1,1,0.6,0.3,0.3,-,-,0.4,-,-,-,-,11.3,0.3,0.3,8.2,2.5,0.4,-,0.4,0.1,-,-,-,-,-,0.1
344,Bojan Miovski,Girona FC,Laliga,25 years old (24-06-1999),"1,89m",Macedonia,Forward,Centre-Forward,left,12(3),858.0,2,1,-,-,77.1,0.9,-,6.4,"Jun 30, 2028",€3.00m,0.9,0.1,0.1,0.1,-,0.9,0.1,0.1,0.7,0.5,0.3,0.2,1.1,0.4,2.3,0.9,1.4,0.5,0.3,0.8,0.1,0.7,0.9,0.5,0.5,-,-,0.3,-,-,-,-,7,0.1,-,5.3,1.6,0.2,0.1,0.1,0.1,-,-,-,-,-,0.1
345,Luis Pérez,Real Valladolid CF,Laliga,30 years old (04-02-1995),"1,73m",Spain,"Defender (Right), Midfielder (Right)",Right-Back,right,27(1),2423.0,-,-,2,-,80,0.6,1,6.4,"Jun 30, 2025",€1.50m,0.1,-,-,-,-,0.1,0.1,-,-,0.6,0.3,0.3,1,0.2,1.7,0.6,1.1,1.4,0.6,1.9,1,0.9,0.4,0.1,2.3,0.3,0.4,0.6,-,-,-,-,29.6,2,2.4,21.7,3.5,0.9,0.3,0.6,-,-,-,-,-,-,-
346,Arnaut Danjuma,Girona FC,Laliga,28 years old (31-01-1997),"1,78m",Netherlands,"Attacking Midfielder (Left), Forward",Left Winger,right,15(8),1313.0,2,-,2,-,82,-,-,6.4,"Jun 30, 2025",€5.00m,1.3,0.1,-,0.1,-,1.3,0.3,0.1,1,2.9,1.8,1,1.4,0.4,0.2,-,0.1,0.3,0.2,0.6,0.1,0.7,0.6,0.6,0.1,-,0.1,0.2,-,-,-,-,15,0.5,0.2,11.7,2.5,0.9,0.3,0.6,-,-,-,-,-,-,-
347,Hugo Sotelo,Celta de Vigo,Laliga,21 years old (19-12-2003),"1,80m",Spain,Midfielder (Centre),Central Midfield,right,14(7),1182.0,-,-,4,-,88.3,0.1,-,6.4,"Jun 30, 2028",€5.00m,0.2,-,-,-,-,0.2,0.1,-,0.1,0.9,0.5,0.4,0.5,0.6,0.6,0.1,0.5,1.3,0.8,2,0.2,0.4,0.9,-,0.3,-,-,0.4,-,-,-,-,44.1,2.8,2.1,36.2,3,0.8,0.4,0.3,-,-,-,-,-,-,-
348,Mikel Vesga,Athletic Bilbao,Laliga,32 years old (08-04-1993),"1,91m",Spain,Defensive Midfielder (C),Defensive Midfield,left,9(12),860.0,-,-,1,-,82.4,0.9,-,6.39,"Jun 30, 2027",€3.00m,0.3,-,-,-,-,0.3,0.1,-,0.2,0.3,0.2,0.1,0.5,0.3,1.3,0.9,0.5,1,0.8,1.7,0.6,0.1,0.6,-,0.9,-,-,0.4,-,-,-,-,21.9,1.3,1.1,16.8,2.8,0.5,0.2,0.3,-,-,-,-,-,-,-
349,Héctor Fort,FC Barcelona,Laliga,18 years old (02-08-2006),"1,85m",Spain,Defender (Right),Right-Back,right,4(9),447.0,-,-,2,-,91.8,0.2,-,6.39,"Jun 30, 2026",€10.00m,0.3,-,-,-,-,0.3,0.2,-,0.2,0.5,0.4,0.2,0.2,0.2,0.6,0.2,0.4,0.7,0.3,1,0.5,0.1,0.3,-,0.8,-,0.1,0.7,-,-,-,-,25.2,0.4,0.1,22.8,2,0.5,-,0.5,-,-,-,-,-,-,-
350,Manu Fuster,UD Las Palmas,Laliga,27 years old (22-10-1997),"1,69m",,Midfielder,Left Winger,right,6(17),751.0,2,1,2,-,85.3,0.1,-,6.39,"Jun 30, 2028",€1.50m,0.7,0.1,-,-,-,0.7,0.4,-,0.2,0.6,0.4,0.2,0.7,0.5,0.5,0.1,0.4,0.7,0.5,1.2,0.2,1.1,0.5,-,0.5,0.1,0.1,0.4,-,-,-,-,16.8,0.8,0.5,13.6,2,1,0.3,0.7,-,-,-,-,-,-,-
351,Assane Diao,Como 1907,Laliga,19 years old (07-09-2005),185cm,,"Attacking Midfielder (Left, Right)",,,2(8),271.0,1,2,-,-,75,0.8,-,6.39,,,0.7,0.1,-,0.1,-,0.7,0.1,-,0.6,1.1,0.9,0.2,1.4,0.2,1.4,0.8,0.6,0.5,0.5,1,-,0.4,0.4,0.2,0.3,-,-,0.3,-,-,-,-,6,0.1,-,4.4,1.5,0.8,-,0.8,0.2,0.1,-,-,-,-,0.1
352,Reinildo,Atlético de Madrid,Laliga,31 years old (21-01-1994),"1,80m",Mozambique,"Defender (Centre, Left), Midfielder (Left)",Left-Back,left,10(9),936.0,-,-,4,-,84,0.5,-,6.39,"Jun 30, 2025",€8.00m,0.1,-,-,-,-,0.1,-,-,0.1,0.9,0.7,0.2,0.4,0.2,1.3,0.5,0.8,0.9,0.4,1.4,0.8,0.9,1,0.1,1.7,0.3,0.2,0.3,-,-,-,-,27.4,0.8,1.6,22.2,2.7,0.1,-,0.1,-,-,-,-,-,-,-
353,Antoniu Roca,RCD Espanyol Barcelona,Laliga,22 years old (05-09-2002),"1,80m",Spain,Attacking Midfielder (Right),Right Winger,right,10(12),816.0,-,1,3,-,74.7,0.3,-,6.39,"Jun 30, 2026",€1.50m,0.5,-,-,-,-,0.5,0.1,-,0.3,2,0.9,1.2,0.9,0.5,0.8,0.3,0.5,0.8,0.4,1.2,0.3,0.9,0.8,0.2,0.4,0.1,-,0.5,-,-,-,-,7.7,0.1,0.2,5.7,1.8,0.3,-,0.3,-,-,-,-,-,-,-
354,Yoel Lago,Celta de Vigo,Laliga,21 years old (25-03-2004),"1,85m",Spain,Defender,Centre-Back,right,4,301.0,-,1,-,-,93.1,0.5,-,6.39,"Jun 30, 2027",€200k,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3,0.8,0.3,1.3,0.5,0.8,1.5,0.3,1.8,0.5,1,2.5,-,2.8,0.5,-,0.3,-,-,-,-,58,2,1.5,52,2.5,0.3,0.3,-,0.3,-,-,-,-,-,0.3
355,José Gragera,RCD Espanyol Barcelona,Laliga,24 years old (14-05-2000),"1,86m",Spain,Defensive Midfielder (C),Central Midfield,right,7(3),572.0,-,-,-,-,88,1.1,-,6.39,"Jun 30, 2028",€2.00m,0.2,-,-,-,-,0.2,0.1,-,0.1,0.2,0.2,-,0.3,0.1,1.7,1.1,0.6,2.4,0.8,3.2,0.5,0.8,1.8,-,1.3,0.1,-,0.8,-,-,-,-,21.6,0.5,0.7,18.5,1.9,0.1,-,0.1,-,-,-,-,-,-,-
356,Jon Pacheco,Real Sociedad,Laliga,24 years old (08-01-2001),"1,84m",Spain,Defender (Centre),Centre-Back,left,8(5),764.0,-,-,3,-,83,1.5,-,6.38,"Jun 30, 2030",€7.50m,0.1,-,-,-,-,0.1,-,-,0.1,0.2,0.1,0.1,0.3,-,2.8,1.5,1.3,1,0.2,1.2,0.6,0.4,1.4,-,3.4,0.5,0.1,0.2,-,-,-,-,35.2,1.9,3.1,27.3,2.9,-,-,-,-,-,-,-,-,-,-
357,Ferland Mendy,Real Madrid,Laliga,29 years old (08-06-1995),"1,80m",France,"Defender (Left), Midfielder (Left)",Left-Back,left,12(2),1008.0,-,1,1,1,94.3,0.3,-,6.38,"Jun 30, 2028",€18.00m,-,-,-,-,-,-,-,-,-,0.4,0.2,0.2,0.7,0.6,0.4,0.3,0.1,1.2,0.2,1.4,0.6,0.5,0.4,-,0.4,0.3,0.1,0.5,-,-,-,-,42.8,1.4,0.4,39,2.1,0.2,-,0.2,0.1,-,-,-,-,-,0.1
358,Gerard Martín,FC Barcelona,Laliga,23 years old (26-02-2002),"1,86m",Spain,Defender (Left),Left-Back,left,7(16),785.0,1,2,2,-,85,0.4,-,6.38,"Jun 30, 2028",€7.50m,0.2,-,-,-,-,0.2,-,-,0.1,0.3,0.2,0.1,0.2,0.1,0.6,0.4,0.2,0.7,0.2,1,0.3,0.2,0.4,-,1,0.1,-,0.5,-,-,-,-,21.7,0.6,0.7,17.9,2.6,0.3,-,0.3,0.1,-,-,-,-,-,0.1
359,Adrián,Real Betis Balompié,Laliga,38 years old (03-01-1987),"1,90m",Spain,Goalkeeper,Goalkeeper,right,16,1262.0,-,-,3,-,71.2,0.3,-,6.38,"Jun 30, 2026",€500k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,0.1,-,0.1,0.1,-,0.2,-,-,1.3,-,-,-,1.8,-,1.1,0.8,23.7,4.4,6.6,12.5,0.2,-,-,-,-,-,-,-,-,-,-
360,Rodrigo Riquelme,Atlético de Madrid,Laliga,25 years old (02-04-2000),"1,74m",Spain,"Defender (Left), Midfielder (Centre, Left)",Left Winger,right,4(12),509.0,-,1,-,-,87.2,0.2,-,6.38,"Jun 30, 2028",€18.00m,0.9,-,-,-,-,0.9,0.3,-,0.6,1.5,1.1,0.4,0.7,0.4,0.4,0.2,0.3,0.7,0.3,1,0.1,0.5,0.5,0.3,0.1,-,0.1,0.2,-,-,-,-,14.2,0.2,-,12.2,1.8,0.9,-,0.9,0.1,-,-,-,-,-,0.1
361,Darko Brasanac,CD Leganés,Laliga,33 years old (12-02-1992),"1,78m",Serbia,"Midfielder (Centre, Right)",Central Midfield,right,14(12),1469.0,1,2,3,-,75.7,0.8,-,6.38,"Jun 30, 2025",€600k,0.5,-,-,-,-,0.5,-,-,0.4,0.3,0.2,0.1,0.5,0.2,2.3,0.8,1.5,1,0.3,1.2,0.5,0.5,1.3,0.2,1.2,0.4,-,0.5,-,-,-,-,16.3,0.3,0.9,12,3.1,0.3,-,0.3,0.1,-,-,-,-,-,0.1
362,Adri Embarba,Rayo Vallecano,Laliga,32 years old (07-05-1992),"1,73m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,right,15(16),1422.0,1,1,4,-,74.7,0.4,-,6.37,"Jun 30, 2025",€1.50m,1,-,-,-,-,1,0.6,-,0.5,1.4,0.8,0.5,1.6,0.6,1.3,0.4,0.9,1.2,0.8,1.9,0.4,0.7,0.7,0.4,0.4,-,-,0.5,-,-,-,-,13.4,0.5,0.7,9.5,2.7,0.6,0.1,0.5,-,-,-,-,-,-,-
363,Iván Martín,Girona FC,Laliga,26 years old (14-02-1999),"1,78m",Spain,"Midfielder (Centre, Right)",Attacking Midfield,left,21(6),1759.0,1,1,1,-,91.1,0.1,-,6.37,"Jun 30, 2028",€10.00m,0.3,-,-,-,-,0.3,0.1,-,0.1,1.6,0.7,0.8,1.4,0.9,0.7,0.1,0.6,1,0.7,1.7,0.4,0.5,0.7,0.1,0.4,0.1,0.1,0.5,-,-,-,-,45.1,1.1,0.4,40,3.6,0.8,-,0.8,-,-,-,-,-,-,-
364,Toni Lato,RCD Mallorca,Laliga,27 years old (21-11-1997),"1,71m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,5(6),457.0,-,-,-,1,75.8,0.5,-,6.37,"Jun 30, 2027",€2.00m,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.5,0.2,1.1,0.5,0.5,1.5,0.3,1.7,0.4,0.2,0.8,0.1,2.2,0.2,0.3,0.4,-,-,-,-,16.5,0.7,1.3,11.8,2.7,0.5,0.2,0.3,-,-,-,-,-,-,-
365,James Rodríguez,Leon,Laliga,33 years old (12-07-1991),180cm,Colombia,"Attacking Midfielder (Centre, Left, Right), Forward",,,1(5),136.0,-,-,1,-,89.2,0.3,-,6.37,,,0.7,-,-,-,-,0.7,0.3,-,0.3,1.2,0.3,0.8,0.8,-,0.8,0.3,0.5,0.5,0.3,0.8,0.2,0.2,0.3,0.5,-,-,-,0.3,-,-,-,-,13.8,1.5,0.2,10.8,1.3,0.3,0.2,0.2,-,-,-,-,-,-,-
366,Luken Beitia,Real Sociedad,Laliga,20 years old (30-06-2004),191cm,Spain,Defender,,,0(1),7.0,-,-,-,-,100,1,-,6.37,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,5,1,-,4,-,-,-,-,-,-,-,-,-,-,-
367,Jailson,Celta de Vigo,Laliga,29 years old (07-09-1995),"1,87m",Brazil,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,6(7),613.0,-,-,2,-,90.6,1.4,-,6.37,"Jun 30, 2025",€1.50m,0.3,-,-,-,-,0.3,0.1,0.1,0.2,0.3,0.1,0.2,0.1,0.4,2.7,1.4,1.3,1,0.2,1.2,0.7,0.3,0.3,-,2,0.3,0.2,0.2,-,-,-,-,36.8,0.7,1.1,32.7,2.4,0.1,-,0.1,-,-,-,-,-,-,-
368,Adrià Alti,CD Leganés,Laliga,24 years old (28-03-2001),170cm,Spain,"Defender (Right), Midfielder (Right)",,,15(3),1276.0,-,-,5,-,79.8,0.5,1,6.36,,,0.3,-,-,-,-,0.3,0.2,-,0.1,1.2,0.8,0.4,1.3,0.3,1.4,0.5,0.9,1.8,0.8,2.6,0.8,1.2,1.3,0.2,1.9,0.3,0.4,0.3,-,-,-,-,20.6,1.1,1.1,15.3,3.1,0.3,-,0.3,-,-,-,-,-,-,-
369,Fernando Calero,RCD Espanyol Barcelona,Laliga,29 years old (14-09-1995),"1,84m",Spain,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,3(13),455.0,1,-,-,-,84.3,0.4,-,6.36,"Jun 30, 2026",€1.50m,0.1,0.1,-,0.1,-,0.1,-,-,0.1,-,-,-,0.3,-,1,0.4,0.6,0.6,0.1,0.7,0.8,0.3,0.3,-,1.8,0.4,0.1,0.3,-,-,-,-,12.3,1.3,0.9,9.1,1,0.1,-,0.1,-,-,-,-,-,-,-
370,Stanis Idumbo,Sevilla FC,Laliga,19 years old (29-06-2005),"1,71m",Belgium,Midfielder,Attacking Midfield,right,3(11),280.0,1,1,-,-,83.3,0.1,-,6.36,"Jun 30, 2028",€2.50m,0.3,0.1,-,0.1,-,0.3,0.1,-,0.1,1.4,0.7,0.6,0.9,0.8,0.1,0.1,-,0.6,0.1,0.8,0.3,0.5,0.1,-,0.1,0.1,-,0.1,-,-,-,-,5.1,0.1,0.1,4.1,0.7,0.4,0.1,0.4,0.1,-,-,-,-,-,0.1
371,Gerard Gumbau,Rayo Vallecano,Laliga,30 years old (18-12-1994),"1,88m",Spain,Defensive Midfielder (C),Defensive Midfield,left,7(11),765.0,-,1,4,-,80.1,0.8,-,6.36,"Jun 30, 2025",€2.00m,0.7,-,-,-,-,0.7,0.3,-,0.3,0.2,0.1,0.1,0.3,0.1,2,0.8,1.2,0.9,0.4,1.3,0.3,0.6,1.1,0.1,0.5,0.2,0.1,0.3,-,-,-,-,18.7,0.8,1.4,14.1,2.3,0.9,0.3,0.6,0.1,-,-,-,-,-,0.1
372,Chimy Ávila,Real Betis Balompié,Laliga,31 years old (06-02-1994),"1,72m",Argentina,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,6(13),672.0,2,-,5,1,76.1,0.4,1,6.36,"Jun 30, 2027",€2.50m,1.1,0.1,0.1,-,0.1,1.1,0.4,0.1,0.6,0.6,0.3,0.3,1.2,0.4,0.8,0.4,0.4,0.4,0.3,0.7,0.1,0.9,0.7,0.3,0.4,-,-,0.2,-,-,-,-,10.4,0.6,0.4,7.3,2.1,0.8,0.2,0.7,-,-,-,-,-,-,-
373,Jon Olasagasti,Real Sociedad,Laliga,24 years old (16-08-2000),"1,76m",Spain,Midfielder (Centre),Central Midfield,left,7(13),789.0,1,1,2,-,77.7,0.6,-,6.36,"Jun 30, 2027",€2.50m,0.6,0.1,-,0.1,-,0.6,0.3,0.1,0.3,0.6,0.5,0.2,0.5,0.2,1.7,0.6,1.1,1,0.5,1.5,0.7,0.4,0.7,-,0.5,0.1,-,0.3,-,-,-,-,18.2,0.9,0.8,13.3,3.3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
374,Aleksandar Sedlar,Deportivo Alavés,Laliga,33 years old (13-12-1991),"1,80m",Serbia,Defender (Centre),Centre-Back,right,6(2),515.0,-,-,1,1,82,1,-,6.36,"Jun 30, 2025",€400k,0.1,-,-,-,-,0.1,-,-,0.1,0.1,0.1,-,-,-,1.8,1,0.8,2.1,0.3,2.4,1.1,0.6,1.1,-,2.1,0.1,0.1,0.1,-,-,-,-,25.6,2,1.8,19,2.9,-,-,-,-,-,-,-,-,-,-
375,Ander Guevara,Deportivo Alavés,Laliga,27 years old (07-07-1997),"1,80m",Spain,Defensive Midfielder (C),Central Midfield,right,16(13),1607.0,-,1,1,-,78.3,0.9,-,6.36,"Jun 30, 2027",€4.00m,0.3,-,-,-,-,0.3,0.3,-,0.1,0.5,0.2,0.3,0.6,0.5,2,0.9,1.2,1.3,0.8,2.2,0.3,0.5,0.9,-,1.3,0.2,-,0.4,-,-,-,-,28.1,1.6,1.4,20.4,4.7,0.3,-,0.3,-,-,-,-,-,-,-
376,Marcos André,Real Valladolid CF,Laliga,28 years old (20-10-1996),"1,85m",,Forward,Centre-Forward,right,14(7),1185.0,1,2,5,-,66.8,2.3,-,6.36,"Jun 30, 2029",€1.20m,1,-,-,-,-,1,0.2,0.1,0.7,2,1.1,0.8,1.9,1.1,4.4,2.3,2.1,0.5,0.4,0.9,0.1,1.3,0.6,0.2,0.5,0.1,-,0.8,-,-,-,-,9.8,0.6,0.1,6,3.1,0.4,-,0.4,0.1,-,-,-,-,-,0.1
377,Abel Ruiz,Girona FC,Laliga,25 years old (28-01-2000),"1,82m",Spain,Forward,Centre-Forward,right,16(3),1239.0,4,-,3,-,89.5,0.4,-,6.36,"Jun 30, 2029",€6.00m,1.2,0.2,0.1,0.2,-,1.2,0.1,0.1,1,0.8,0.6,0.3,1.7,0.9,1.4,0.4,1,0.3,0.2,0.5,0.2,0.7,0.3,0.3,0.4,0.1,-,0.3,-,-,-,-,12.5,0.4,0.2,10.8,1.1,0.4,0.1,0.3,-,-,-,-,-,-,-
378,Stanko Juric,Real Valladolid CF,Laliga,28 years old (16-08-1996),"1,88m",Croatia,Defensive Midfielder (C),Defensive Midfield,right,18(7),1650.0,-,-,5,1,84.8,1.8,-,6.36,"Jun 30, 2027",€1.50m,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.2,0.8,0.5,2.6,1.8,0.8,1.8,1,2.9,0.9,0.3,1.5,-,2,0.3,-,0.9,-,-,-,-,29.2,0.7,1.2,24.1,3.2,0.2,-,0.2,-,-,-,-,-,-,-
379,Cristhian Stuani,Girona FC,Laliga,38 years old (12-10-1986),"1,84m",Uruguay,"Attacking Midfielder (Centre, Left, Right), Forward",Centre-Forward,right,2(25),721.0,8,2,3,-,70.3,0.5,1,6.36,"Jun 30, 2026",€1.20m,1,0.3,0.1,0.2,-,1,-,0.1,0.9,0.1,0.1,0.1,0.6,0.2,1.1,0.5,0.6,0.3,-,0.3,0.2,0.1,0.9,0.3,0.3,-,-,0.1,-,-,-,-,3.7,-,0.1,2.6,1,0.2,-,0.2,0.1,-,-,-,-,-,0.1
380,Cyle Larin,RCD Mallorca,Laliga,30 years old (17-04-1995),"1,88m",Canada,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,19(8),1562.0,6,2,4,-,68.3,2.1,1,6.35,"Jun 30, 2028",€3.50m,1.3,0.2,0.1,0.1,-,1.3,0.1,0.2,1.1,0.9,0.7,0.2,2.3,2,5.1,2.1,3,0.4,0.2,0.6,-,1.1,0.9,0.8,0.5,0.1,-,0.3,-,-,-,-,9.9,0.2,0.1,6.6,3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
381,Jesús Vázquez,Valencia CF,Laliga,22 years old (02-01-2003),"1,82m",Spain,Defender (Left),Left-Back,left,9(7),802.0,-,-,3,-,76.5,0.6,-,6.35,"Jun 30, 2026",€3.00m,0.3,-,-,-,-,0.3,0.1,-,0.2,1.9,1.1,0.8,0.8,0.4,1.3,0.6,0.7,1.3,0.6,1.8,0.4,0.6,0.9,0.1,1.3,0.3,0.3,0.6,-,-,-,-,17.3,0.4,0.9,12.9,3.1,0.2,-,0.2,-,-,-,-,-,-,-
382,Ander Barrenetxea,Real Sociedad,Laliga,23 years old (27-12-2001),"1,75m",Spain,"Midfielder (Left, Right)",Left Winger,right,12(13),1075.0,1,3,5,-,76.9,0.3,-,6.35,"Jun 30, 2030",€18.00m,0.8,-,-,-,-,0.8,0.1,-,0.7,2.3,1.4,0.9,1.7,0.9,0.8,0.3,0.5,0.9,0.6,1.5,0.4,0.4,1,0.1,0.4,-,0.1,0.6,-,-,-,-,16.3,1.1,0.7,11.4,3.1,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
383,Siebe Van der Heyden,FC St. Pauli,Laliga,26 years old (30-05-1998),185cm,Belgium,Defender (Centre),,,1(1),96.0,-,-,-,-,90.5,1,-,6.35,,,0.5,-,-,-,-,0.5,-,-,0.5,1.5,1,0.5,-,1,1.5,1,0.5,0.5,-,0.5,1,-,1,-,1.5,-,-,0.5,-,-,-,-,31.5,1.5,0.5,27,2.5,0.5,-,0.5,-,-,-,-,-,-,-
384,Florian Grillitsch,Real Valladolid CF,Laliga,29 years old (07-08-1995),"1,87m",Austria,"Defender (Centre), Midfielder (Centre, Left)",Defensive Midfield,right,6(3),464.0,-,-,1,-,82.7,0.3,-,6.34,"Jun 30, 2025",€3.00m,0.3,-,-,-,-,0.3,0.2,-,0.1,1.4,0.3,1.1,0.3,0.4,0.4,0.3,0.1,0.7,0.8,1.4,0.4,1,0.2,-,0.6,0.1,-,0.9,-,-,-,-,29.6,2.4,1.6,22,3.6,0.8,0.2,0.6,-,-,-,-,-,-,-
385,Valentín Barco,RC Strasbourg Alsace,Laliga,20 years old (23-07-2004),170cm,Argentina,"Defender (Left), Midfielder (Centre, Left)",,,3(4),287.0,-,-,-,-,79.3,-,-,6.34,,,1,-,-,-,-,1,1,-,-,1.9,1.4,0.4,0.9,0.6,0.4,-,0.4,2.1,0.4,2.6,0.3,0.7,1,-,0.3,-,0.4,-,-,-,-,-,19.3,1,1.1,14.3,2.9,0.9,0.3,0.6,-,-,-,-,-,-,-
386,Randy Nteka,Rayo Vallecano,Laliga,27 years old (06-12-1997),"1,89m",Spain,"Attacking Midfielder (Centre), Forward",Attacking Midfield,left,16(8),1138.0,3,-,6,-,66.1,1.7,-,6.34,"Jun 30, 2028",€1.50m,0.7,0.1,-,0.1,-,0.7,0.1,0.1,0.5,0.6,0.4,0.2,1.3,0.7,3.9,1.7,2.2,0.7,0.3,1,0.2,0.6,1.6,0.7,0.8,0.1,-,0.5,-,-,-,-,9.1,0.1,-,5.9,3,0.4,-,0.4,-,-,-,-,-,-,-
387,Dimitri Foulquier,Valencia CF,Laliga,32 years old (23-03-1993),"1,83m",France,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,23(7),2151.0,-,1,6,-,81.4,0.3,-,6.34,"Jun 30, 2025",€2.00m,0.4,-,-,-,-,0.4,0.2,-,0.3,1,0.8,0.3,0.9,0.5,1,0.3,0.6,1.5,0.4,1.9,0.5,0.9,0.8,-,2.2,0.2,0.3,0.5,-,-,-,-,30.8,0.9,1.8,24.1,4,0.3,-,0.3,-,-,-,-,-,-,-
388,Brian Oliván,RCD Espanyol Barcelona,Laliga,31 years old (01-04-1994),"1,75m",Spain,"Defender (Centre, Left)",Left-Back,left,12(5),1017.0,-,1,2,-,75.4,0.2,-,6.34,"Jun 30, 2025",€2.00m,0.4,-,-,-,-,0.4,0.2,-,0.1,0.2,0.2,0.1,0.6,0.1,0.8,0.2,0.6,0.8,0.5,1.3,0.6,0.4,0.8,0.2,1.2,0.1,0.2,0.2,-,-,-,-,19.4,1.4,2.2,13.2,2.5,0.9,0.3,0.6,0.1,-,-,-,0.1,-,-
