,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
493,Jean-Philippe Gbamin,FC Zuerich,Ligue1,29 years old (25-09-1995),186cm,Ivory Coast,"Defender (Centre, Right), Defensive Midfielder (C)",,,2(12),210.0,-,-,1,-,78.3,0.5,-,6.03,,
494,Junior Ndiaye,Montpellier HSC,Ligue1,20 years old (29-03-2005),180cm,U.A.E.,Forward,,,2(10),256.0,-,-,-,-,64.6,0.4,-,6.03,,
495,Djylian N'Guessan,AS Saint-Étienne,Ligue1,16 years old (30-08-2008),-,,Forward,Centre-Forward,right,2(4),127.0,-,-,-,-,85.4,0.3,-,6.03,"Jun 30, 2027",€800k
496,Enzo Sternal,Olympique Marseille,Ligue1,17 years old (28-05-2007),174cm,,Forward,,,0(2),22.0,-,-,1,-,87.5,-,-,6.03,,
497,Zinédine Ould Khaled,Angers SCO,Ligue1,25 years old (14-01-2000),"1,95m",France,Defender,Defensive Midfield,right,3(4),247.0,-,-,1,-,90,0.1,-,6.03,"Jun 30, 2025",€300k
498,Ilyes Housni,Le Havre AC,Ligue1,19 years old (14-05-2005),"1,72m",,Forward,Centre-Forward,right,3(9),228.0,-,-,-,-,64.4,-,-,6.03,"Jun 30, 2025",€2.00m
499,Bamo Meïté,Montpellier HSC,Ligue1,23 years old (03-12-2001),"1,84m",,Defender (Centre),Centre-Back,right,0(3),24.0,-,-,-,-,91.7,0.3,-,6.02,"Jun 30, 2025",€5.00m
500,Mohamed Bamba,Gil Vicente,Ligue1,20 years old (08-10-2004),177cm,Ivory Coast,Defensive Midfielder (C),,,0(2),9.0,-,-,-,-,84.2,-,-,6.02,,
501,Hafiz Ibrahim,Stade Reims,Ligue1,19 years old (20-12-2005),190cm,,Forward,,,2(6),327.0,-,1,-,1,60.5,1,-,6.01,,
502,Gauthier Gallon,Stade Rennais FC,Ligue1,32 years old (23-04-1993),"1,87m",France,Goalkeeper,Goalkeeper,right,0(1),45.0,-,-,-,-,82.4,-,-,6.01,"Jun 30, 2027",€1.00m
503,Jibril Othman,AS Saint-Étienne,Ligue1,21 years old (26-04-2004),177cm,Tunisia,Forward,,,0(1),4.0,-,-,-,-,100,-,-,6.01,,
504,Jordan Lotomba,Feyenoord,Ligue1,26 years old (29-09-1998),177cm,Switzerland,"Defender (Left, Right), Midfielder (Right)",,,0(2),33.0,-,-,-,-,88.2,-,-,6.01,,
505,Thomas Delaine,RC Strasbourg Alsace,Ligue1,33 years old (24-03-1992),"1,80m",France,"Defender (Left), Midfielder (Left, Right)",Left-Back,left,0(2),8.0,-,-,-,-,-,-,-,6.01,"Jun 30, 2025",€800k
506,Adryelson,Anderlecht,Ligue1,27 years old (23-03-1998),183cm,Brazil,Defender (Centre),,,0(1),1.0,-,-,1,-,33.3,1,-,6.0,,
507,Alexi Koum,Olympique Marseille,Ligue1,19 years old (05-02-2006),180cm,,Defender,,,0(1),11.0,-,-,-,-,85.7,-,-,6.0,,
508,Anthony Briançon,AS Saint-Étienne,Ligue1,30 years old (29-11-1994),"1,85m",France,Defender (Centre),Centre-Back,right,0(1),1.0,-,-,-,-,-,-,-,6.0,"Jun 30, 2026",€500k
509,Loïs Diony,Angers SCO,Ligue1,32 years old (20-12-1992),183cm,France,"Attacking Midfielder (Left), Forward",,,0(1),20.0,-,-,-,-,25,1,-,6.0,,
510,Mohamed Daramy,Stade Reims,Ligue1,23 years old (07-01-2002),"1,80m",Denmark,"Attacking Midfielder (Left), Forward",Left Winger,right,0(2),14.0,-,-,-,-,100,0.5,-,6.0,"Jun 30, 2028",€5.00m
511,Ibrahima Wadji,AS Saint-Étienne,Ligue1,29 years old (05-05-1995),"1,75m",Senegal,Forward,Centre-Forward,right,0(7),143.0,-,-,-,-,76,0.3,-,6.0,"Jun 30, 2025",€800k
512,Darryl Bakola,Olympique Marseille,Ligue1,17 years old (30-11-2007),"1,78m",France,Midfielder,Attacking Midfield,right,1(2),13.0,-,-,1,-,92.3,-,-,5.99,"Jun 30, 2027",€200k
513,Milos Lukovic,SC Heerenveen,Ligue1,19 years old (18-11-2005),184cm,Serbia,Forward,,,0(2),11.0,-,-,-,-,66.7,-,-,5.98,,
514,Jérémy Le Douaron,Palermo,Ligue1,27 years old (21-04-1998),189cm,France,"Attacking Midfielder (Left), Forward",,,1(1),101.0,-,-,-,-,78.6,1.5,-,5.98,,
515,Ayman Aiki,SC Bastia,Ligue1,19 years old (25-06-2005),178cm,France,Forward,,,1(4),124.0,-,-,-,-,60.7,0.2,-,5.97,,
516,Ange-Loïc N’Gatta,AJ Auxerre,Ligue1,21 years old (11-12-2003),"1,75m",,Defender,Right-Back,right,0(2),11.0,-,-,1,-,90.9,-,-,5.97,"Jun 30, 2025",€100k
517,Marius Courcoul,Angers SCO,Ligue1,18 years old (01-01-2007),182cm,France,Defender,,,0(5),68.0,-,-,-,-,77.1,0.4,-,5.97,,
518,Aaron Malouda,Nimes,Ligue1,19 years old (30-11-2005),183cm,France,Forward,,,0(1),1.0,-,-,-,-,-,-,-,5.97,,
519,Aloïs Confais,Le Havre AC,Ligue1,28 years old (07-09-1996),"1,74m",France,"Defender (Right), Defensive Midfielder (C)",Defensive Midfield,right,0(1),2.0,-,-,-,-,50,-,-,5.97,"Jun 30, 2025",€200k
520,Kyogo Furuhashi,Stade Rennais FC,Ligue1,30 years old (20-01-1995),"1,70m",Japan,Forward,Centre-Forward,right,1(5),121.0,-,-,-,-,27.3,0.3,-,5.97,"Jun 30, 2027",€12.00m
521,Rudy Matondo,AJ Auxerre,Ligue1,17 years old (13-03-2008),,,Midfielder,,,0(4),46.0,-,-,1,-,94.7,-,-,5.97,,
522,Gabin Capuano,RC Lens,Ligue1,19 years old (26-04-2006),185cm,France,Forward,,,0(1),10.0,-,-,-,-,100,-,-,5.96,,
523,Kembo Diliwidi,RC Lens,Ligue1,19 years old (03-02-2006),180cm,,Forward,,,0(1),3.0,-,-,-,-,100,-,-,5.96,,
524,Faris Moumbagna,Olympique Marseille,Ligue1,24 years old (01-07-2000),"1,85m",Cameroon,Forward,Centre-Forward,left,0(1),8.0,-,-,-,-,-,-,-,5.95,"Jun 30, 2028",€8.00m
525,Théo Chennahi,Montpellier HSC,Ligue1,20 years old (06-02-2005),182cm,France,Midfielder,,,0(2),6.0,-,-,1,-,100,-,-,5.95,,
526,Aristide Zossou,AJ Auxerre,Ligue1,19 years old (14-06-2005),"1,78m",Ivory Coast,Midfielder,Left Winger,right,0(3),13.0,-,-,-,-,94.1,-,-,5.94,"Jun 30, 2029",€100k
527,Mathéo Bodmer,Le Havre AC,Ligue1,20 years old (06-05-2004),179cm,France,Midfielder,,,0(1),5.0,-,-,-,-,100,-,-,5.94,,
528,Simon Cara,Montpellier HSC,Ligue1,19 years old (31-05-2005),182cm,,Forward,,,0(2),7.0,-,-,-,-,66.7,-,-,5.94,,
529,Wilfried Ndollo Bille,Montpellier HSC,Ligue1,20 years old (15-04-2005),172cm,,Defender,,,3(2),265.0,-,-,-,-,80.4,-,-,5.93,,
530,Saïmon Bouabré,AS Monaco,Ligue1,18 years old (01-06-2006),174cm,,Midfielder,,,1(1),72.0,-,-,-,-,66.7,-,-,5.92,,
531,Stefan Dzodic,Montpellier HSC,Ligue1,20 years old (15-03-2005),190cm,Serbia,Midfielder,,,2(3),190.0,-,-,2,1,91.1,0.4,-,5.91,,
532,Niama Sissoko,Stade Reims,Ligue1,19 years old (16-12-2005),186cm,Mali,Forward,,,0(4),45.0,-,-,-,-,63.6,0.3,-,5.91,,
533,Eros Maddy,AJ Auxerre,Ligue1,24 years old (05-02-2001),"1,77m",Netherlands,Forward,Right Winger,right,0(2),13.0,-,-,1,-,100,-,-,5.9,"Jun 30, 2027",€200k
534,Mahamadou Diawara,Le Havre AC,Ligue1,20 years old (17-02-2005),"1,87m",France,Midfielder (Centre),Central Midfield,left,0(2),15.0,-,-,-,-,85.7,-,-,5.9,"Jun 30, 2025",€2.50m
535,Ikechukwu Orazi,Stade Reims,Ligue1,17 years old (11-06-2007),176cm,,Forward,,,0(1),2.0,-,-,-,-,100,-,-,5.89,,
536,Karol Fila,FCV Dender EH,Ligue1,26 years old (13-06-1998),183cm,Poland,"Defender (Centre, Right), Midfielder (Right)",,,0(1),4.0,-,-,1,-,50,-,-,5.89,,
537,Kandet Diawara,Pau,Ligue1,25 years old (10-02-2000),180cm,France,Forward,,,0(1),3.0,-,-,-,-,50,-,-,5.88,,
538,Bernard Nguene,OGC Nice,Ligue1,18 years old (04-08-2006),178cm,Cameroon,Forward,,,0(1),13.0,-,-,-,-,100,-,-,5.87,,
539,Paul Akouokou,Olympique Lyon,Ligue1,27 years old (20-12-1997),"1,81m",Ivory Coast,Defensive Midfielder (C),Defensive Midfield,right,0(2),19.0,-,-,1,-,66.7,-,-,5.79,"Jun 30, 2027",€800k
540,Bamo Meïté,Montpellier HSC,Ligue1,23 years old (03-12-2001),"1,84m",,Defender (Centre),Centre-Back,right,6,413.0,-,-,2,1,88.6,1,-,5.76,"Jun 30, 2025",€5.00m
541,Élysée Logbo,Le Havre AC,Ligue1,20 years old (06-05-2004),"1,88m",France,Forward,Centre-Forward,left,0(1),26.0,-,-,-,-,75,-,-,5.67,"Jun 30, 2027",€600k
542,Zabi Gueu,Stade Reims,Ligue1,18 years old (24-09-2006),191cm,,Midfielder,,,0(2),18.0,-,-,-,1,75,-,-,5.46,,
543,Nathan Buayi-Kiala,AJ Auxerre,Ligue1,,"1,77m",,,Defensive Midfield,right,,,,,,,,,,,"Jun 30, 2026",€150k
544,Raphaël Adiceam,AJ Auxerre,Ligue1,,"1,79m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2025",€50k
545,Yann Lienard,AS Monaco,Ligue1,,"1,94m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€200k
546,Edan Diop,AS Monaco,Ligue1,,"1,73m",,,Central Midfield,right,,,,,,,,,,,"Jun 30, 2028",€1.50m
547,Moatasem Al-Musrati,AS Monaco,Ligue1,,"1,89m",,,Defensive Midfield,right,,,,,,,,,,,"Jun 30, 2025",€10.00m
548,Boubacar Fall,AS Saint-Étienne,Ligue1,,"1,98m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2025",€100k
549,Brice Maubleu,AS Saint-Étienne,Ligue1,,"1,92m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€300k
550,Justin Kalumba,Angers SCO,Ligue1,,"1,71m",,,Right Winger,left,,,,,,,,,,,"Jun 30, 2026",€600k
551,Halid Sabanovic,Angers SCO,Ligue1,,"1,82m",,,Right-Back,right,,,,,,,,,,,"Jun 30, 2025",€200k
552,Ousmane Camara,Angers SCO,Ligue1,,"1,97m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2026",€500k
553,Adrien Hunou,Angers SCO,Ligue1,,"1,79m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2025",€500k
554,Melvin Zinga,Angers SCO,Ligue1,,"1,87m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2026",€250k
555,Hugo Barbet,FC Nantes,Ligue1,,"1,89m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€100k
556,Justin Lacombe,FC Toulouse,Ligue1,,"1,92m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€50k
557,Vito Mannone,LOSC Lille,Ligue1,,"1,88m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€200k
558,Marc-Aurèle Caillard,LOSC Lille,Ligue1,,"1,92m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€150k
559,Samuel Umtiti,LOSC Lille,Ligue1,,"1,82m",,,Centre-Back,left,,,,,,,,,,,"Jun 30, 2025",€2.00m
560,Ismaïl Bouneb,Le Havre AC,Ligue1,,"1,82m",,,Attacking Midfield,right,,,,,,,,,,,"Jun 30, 2028",€50k
561,Ahmed Hassan,Le Havre AC,Ligue1,,"1,91m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2025",€900k
562,Yann Kitala,Le Havre AC,Ligue1,,"1,86m",,,Centre-Forward,left,,,,,,,,,,,"Jun 30, 2025",€500k
563,Oualid El Hajjam,Le Havre AC,Ligue1,,"1,81m",,,Right-Back,right,,,,,,,,,,,"Jun 30, 2026",€400k
564,Christopher Jullien,Montpellier HSC,Ligue1,,"1,96m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2025",€1.50m
565,Belmin Dizdarevic,Montpellier HSC,Ligue1,,"1,89m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2028",€150k
566,Teddy Boulhendi,OGC Nice,Ligue1,,"1,85m",,,Goalkeeper,,,,,,,,,,,,"Jun 30, 2025",€100k
567,Maxime Dupé,OGC Nice,Ligue1,,"1,88m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€1.20m
568,Lassine Diarra,Olympique Lyon,Ligue1,,"1,90m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€25k
569,Enzo Molebe,Olympique Lyon,Ligue1,,-,,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2027",€100k
570,Chancel Mbemba,Olympique Marseille,Ligue1,,"1,82m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2025",€3.00m
571,Jelle Van Neck,Olympique Marseille,Ligue1,,"1,91m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€100k
572,Rubén Blanco,Olympique Marseille,Ligue1,,"1,88m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€1.50m
573,Jeffrey de Lange,Olympique Marseille,Ligue1,,"1,90m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€2.50m
574,Arnau Tenas,Paris Saint-Germain,Ligue1,,"1,85m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€4.00m
575,Denis Petric,RC Lens,Ligue1,,"1,86m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€100k
576,Nidal Celik,RC Lens,Ligue1,,"1,92m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2029",€1.80m
577,Moïse Sahi Dion,RC Strasbourg Alsace,Ligue1,,"1,75m",,,Centre-Forward,left,,,,,,,,,,,"Jun 30, 2026",€1.50m
578,Yoni Gomis,RC Strasbourg Alsace,Ligue1,,"1,86m",,,Centre-Back,left,,,,,,,,,,,"Jun 30, 2029",€1.00m
579,Alaa Bellaarouch,RC Strasbourg Alsace,Ligue1,,"1,89m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€500k
580,Bradley Locko,Stade Brestois 29,Ligue1,,"1,80m",,,Left-Back,left,,,,,,,,,,,"Jun 30, 2027",€9.00m
581,Alexandre Olliero,Stade Reims,Ligue1,,"1,93m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€300k
582,Ludovic Butelle,Stade Reims,Ligue1,,"1,88m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2025",€100k
583,Geoffrey Lembet,Stade Rennais FC,Ligue1,,"1,86m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2025",€150k
584,Doğan Alemdar,Stade Rennais FC,Ligue1,,"1,92m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€2.00m
585,Wilson Samaké,Stade Rennais FC,Ligue1,,"1,82m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2026",€150k
