,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
487,Naci Ünüvar,Twente,Laliga,21 years old (13-06-2003),168cm,Netherlands,Midfielder,,,0(2),30.0,-,-,-,-,75,-,-,6.18,,
488,Akor Adams,Sevilla FC,Laliga,25 years old (29-01-2000),"1,90m",Nigeria,Forward,Centre-Forward,right,1(3),130.0,-,-,-,-,74.1,1.5,-,6.17,"Jun 30, 2029",€7.50m
489,David Torres,Real Valladolid CF,Laliga,22 years old (05-03-2003),"1,82m",Spain,Defender (Centre),Centre-Back,left,15(3),1386.0,-,-,5,-,83,1.1,-,6.17,"Jun 30, 2026",€1.40m
490,Abde Rebbach,Granada,Laliga,26 years old (11-08-1998),176cm,Algeria,Attacking Midfielder (Left),,,4(4),385.0,-,-,1,-,69.7,0.3,-,6.17,,
491,Endrick,Real Madrid,Laliga,18 years old (21-07-2006),"1,73m",,Forward,Centre-Forward,left,1(18),218.0,1,-,1,-,80,0.3,-,6.17,"Jun 30, 2030",€40.00m
492,Iván Balliu,Rayo Vallecano,Laliga,33 years old (01-01-1992),"1,72m",Albania,"Defender (Left, Right), Midfielder (Right)",Right-Back,right,7(13),795.0,-,-,2,-,76.2,0.5,-,6.16,"Jun 30, 2027",€1.50m
493,Rubén Peña,CA Osasuna,Laliga,33 years old (18-07-1991),"1,70m",Spain,"Defender (Left, Right), Midfielder (Left, Right), Forward",Right-Back,right,6(16),658.0,-,-,1,-,66.5,0.2,-,6.16,"Jun 30, 2025",€1.80m
494,Eric Bailly,Villarreal CF,Laliga,31 years old (12-04-1994),"1,87m",Ivory Coast,"Defender (Centre, Right)",Centre-Back,right,8(4),620.0,-,-,2,1,87.7,0.9,-,6.16,"Jun 30, 2025",€2.50m
495,Joseph Aidoo,Real Valladolid CF,Laliga,29 years old (29-09-1995),"1,81m",Ghana,Defender (Centre),Centre-Back,right,0(1),1.0,-,-,-,-,85.7,-,-,6.16,"Jun 30, 2025",€1.40m
496,Thomas Lemar,Atlético de Madrid,Laliga,29 years old (12-11-1995),"1,71m",France,"Attacking Midfielder (Centre, Left, Right)",Attacking Midfield,left,0(4),58.0,-,-,-,-,83.7,-,-,6.16,"Jun 30, 2027",€5.00m
497,Benito Ramírez,UD Las Palmas,Laliga,29 years old (11-07-1995),"1,79m",,Midfielder,Left Winger,left,1(16),376.0,-,-,2,1,84.6,0.2,-,6.16,"Jun 30, 2025",€800k
498,Umar Sadiq,Valencia CF,Laliga,28 years old (02-02-1997),"1,91m",Nigeria,Forward,Centre-Forward,right,2(5),224.0,-,-,1,-,55.6,1.3,-,6.16,"Jun 30, 2025",€5.00m
499,John Patrick,Stade Reims,Laliga,21 years old (24-09-2003),192cm,Spain,Defensive Midfielder (C),,,0(4),46.0,-,-,1,-,80,0.5,-,6.15,,
500,Amath Ndiaye,Real Valladolid CF,Laliga,28 years old (16-07-1996),"1,73m",Senegal,"Attacking Midfielder (Left, Right), Forward",Right Winger,right,5(5),326.0,-,1,-,-,81.6,0.1,-,6.15,"Jun 30, 2027",€1.00m
501,Endika Bujan,Athletic Bilbao,Laliga,22 years old (16-01-2003),170cm,,Forward,,,0(1),6.0,-,-,-,-,100,-,-,6.15,,
502,Ferrán Ruiz,Girona FC,Laliga,22 years old (26-04-2003),172cm,Spain,Defender,,,0(1),17.0,-,-,-,-,50,-,-,6.15,,
503,Iker Córdoba,Valencia CF,Laliga,19 years old (11-11-2005),190cm,,Defender,,,0(2),13.0,-,-,-,-,80,0.5,-,6.15,,
504,Nico Serrano,Sporting Gijon,Laliga,22 years old (05-03-2003),181cm,Spain,Forward,,,1(3),110.0,-,-,-,-,77.4,-,-,6.15,,
505,Luka Romero,Cruz Azul,Laliga,20 years old (18-11-2004),165cm,Argentina,Attacking Midfielder (Right),,,2(4),197.0,-,-,-,-,79.5,0.3,-,6.15,,
506,Sergi Canós,Valencia CF,Laliga,28 years old (02-02-1997),"1,77m",Spain,"Midfielder (Left, Right)",Left Winger,right,2(14),353.0,-,1,3,-,62.4,0.3,-,6.14,"Jun 30, 2027",€1.50m
507,Abdón Prats,RCD Mallorca,Laliga,32 years old (07-12-1992),"1,81m",Spain,Forward,Centre-Forward,left,3(21),438.0,2,-,4,-,67,0.8,-,6.14,"Jun 30, 2028",€1.50m
508,Hugo Guillamón,Valencia CF,Laliga,25 years old (31-01-2000),"1,78m",Spain,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,4(8),361.0,-,-,2,-,82.3,0.4,-,6.14,"Jun 30, 2026",€5.00m
509,Álvaro Aguado,RCD Espanyol Barcelona,Laliga,28 years old (01-05-1996),"1,75m",Spain,Midfielder (Centre),Central Midfield,right,4(11),427.0,-,1,3,-,80.1,0.2,-,6.14,"Jun 30, 2025",€2.00m
510,Eray Cömert,Real Valladolid CF,Laliga,27 years old (04-02-1998),"1,83m",Switzerland,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,17(4),1431.0,-,-,6,-,87.6,1,-,6.13,"Jun 30, 2025",€2.50m
511,Sergi Domínguez,FC Barcelona,Laliga,20 years old (01-04-2005),188cm,,Defender,,,2(1),173.0,-,-,1,-,95,0.3,-,6.13,,
512,Jhon Solís,Girona FC,Laliga,20 years old (03-10-2004),"1,86m",Colombia,Midfielder,Central Midfield,right,2(13),461.0,1,-,2,-,91.7,0.2,-,6.13,"Jun 30, 2028",€3.50m
513,Asier Villalibre,Deportivo Alavés,Laliga,27 years old (30-09-1997),"1,82m",Spain,Forward,Centre-Forward,left,2(13),305.0,1,1,2,-,66.7,1.3,-,6.13,"Jun 30, 2028",€1.80m
514,José Arnáiz,CA Osasuna,Laliga,30 years old (15-04-1995),175cm,Spain,"Attacking Midfielder (Left), Forward",,,1(12),112.0,-,-,-,-,76.6,0.1,-,6.12,,
515,Roberto López,CD Leganés,Laliga,25 years old (24-04-2000),"1,79m",Spain,Attacking Midfielder (Centre),Attacking Midfield,left,3(9),387.0,-,1,-,-,82.5,0.2,-,6.12,"Jun 30, 2027",€1.50m
516,Alejandro Padilla,Club Universidad Nacional,Laliga,21 years old (01-09-2003),190cm,Spain,Goalkeeper,,,3(2),320.0,-,-,-,-,49.5,0.2,-,6.12,,
517,Etta Eyong,Villarreal CF,Laliga,21 years old (14-10-2003),181cm,Cameroon,Forward,,,0(1),2.0,-,-,-,-,-,1,-,6.11,,
518,Martín Tejón,Valencia CF,Laliga,21 years old (12-04-2004),"1,65m",,Forward,Attacking Midfield,right,0(4),44.0,-,-,-,-,80,-,-,6.11,"Jun 30, 2026",€500k
519,Pere Milla,RCD Espanyol Barcelona,Laliga,32 years old (23-09-1992),"1,80m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,left,1(15),306.0,1,-,3,-,59.6,0.4,-,6.11,"Jun 30, 2027",€1.50m
520,Andreas Christensen,FC Barcelona,Laliga,29 years old (10-04-1996),"1,87m",Denmark,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,0(1),26.0,-,-,1,-,87.5,1,-,6.1,"Jun 30, 2026",€15.00m
521,Javi Llabrés,Eldense,Laliga,22 years old (11-09-2002),174cm,Spain,Forward,,,1,58.0,-,-,-,-,95,1,-,6.1,,
522,Chema Andres,Real Madrid,Laliga,20 years old (25-04-2005),190cm,Spain,Midfielder,,,0(1),7.0,-,-,-,-,100,1,-,6.1,,
523,Ramon Terrats,Getafe CF,Laliga,24 years old (18-10-2000),"1,81m",Spain,"Midfielder (Centre, Right)",Central Midfield,left,1(10),124.0,-,-,1,-,85.1,0.3,-,6.1,"Jun 30, 2025",€4.00m
524,Chiquinho,RCD Mallorca,Laliga,25 years old (05-02-2000),"1,79m",Portugal,"Attacking Midfielder (Left, Right)",Left Winger,right,1(7),141.0,-,-,2,-,78.3,0.1,-,6.1,"Jun 30, 2025",€2.50m
525,Pablo García,Real Betis Balompié,Laliga,18 years old (13-06-2006),175cm,,Forward,,,0(2),25.0,-,-,-,-,71.4,-,-,6.1,,
526,Jaime Mata,UD Las Palmas,Laliga,36 years old (24-10-1988),"1,86m",Spain,"Attacking Midfielder (Left), Forward",Centre-Forward,right,4(22),502.0,-,-,8,-,72.5,0.7,-,6.09,"Jun 30, 2025",€600k
527,Iker Muñoz,CA Osasuna,Laliga,22 years old (05-09-2002),"1,80m",Spain,Defensive Midfielder (C),Defensive Midfield,right,4(14),466.0,-,-,2,-,79.8,0.6,-,6.09,"Jun 30, 2027",€3.00m
528,David Argüelles,Getafe CF,Laliga,23 years old (10-01-2002),175cm,Spain,Defender,,,0(1),6.0,-,-,-,-,60,-,-,6.09,,
529,Leandro Antonetti,Sevilla FC,Laliga,22 years old (13-01-2003),189cm,Puerto Rico,Forward,,,0(1),11.0,-,-,-,-,100,-,-,6.09,,
530,Henrique,Real Valladolid CF,Laliga,31 years old (25-04-1994),"1,73m",Brazil,"Defender (Left), Midfielder (Left)",Left-Back,left,2(1),198.0,-,-,-,-,87.7,-,-,6.08,"Jun 30, 2025",€600k
531,Germán Valera,Elche,Laliga,23 years old (16-03-2002),170cm,Spain,Forward,,,1(7),144.0,-,-,-,-,82.5,0.1,-,6.08,,
532,Julián Chicco,CD Leganés,Laliga,27 years old (13-01-1998),"1,87m",Argentina,Defensive Midfielder (C),Defensive Midfield,right,1(11),197.0,-,-,-,-,80.2,-,-,6.08,"Jun 30, 2025",€600k
533,Sergi Guardiola,Rayo Vallecano,Laliga,33 years old (29-05-1991),"1,85m",Spain,Forward,Centre-Forward,left,1(13),324.0,-,-,1,-,69.4,0.4,-,6.08,"Jun 30, 2025",€600k
534,Antonio Candela,Real Valladolid CF,Laliga,25 years old (27-04-2000),"1,85m",Italy,"Defender (Centre, Right), Midfielder (Right)",Right-Back,right,8,632.0,-,-,-,-,81,0.1,-,6.08,"Jun 30, 2025",€2.00m
535,Daniel Luna,Cartagena,Laliga,21 years old (07-05-2003),179cm,Colombia,Midfielder,,,0(2),18.0,-,-,-,-,77.8,-,-,6.08,,
536,Fabio González,Tenerife,Laliga,28 years old (12-02-1997),176cm,Spain,Midfielder,,,0(2),52.0,-,-,-,-,82.7,0.5,-,6.08,,
537,Pejiño,UD Las Palmas,Laliga,28 years old (29-07-1996),177cm,,Midfielder,,,0(1),16.0,-,-,-,-,100,-,-,6.08,,
538,Adrián Arnu,Real Valladolid CF,Laliga,18 years old (04-03-2007),185cm,Spain,Forward,,,0(3),10.0,-,-,-,-,100,0.3,-,6.08,,
539,Víctor Meseguer,Racing Santander,Laliga,25 years old (09-06-1999),184cm,Spain,Midfielder,,,2(12),409.0,-,-,1,-,78.9,0.7,-,6.07,,
540,Yellu Santiago,Getafe CF,Laliga,20 years old (25-05-2004),"1,92m",Spain,Defensive Midfielder (C),Central Midfield,right,5(12),320.0,-,-,5,-,69.8,0.1,-,6.07,"Jun 30, 2025",€1.00m
541,Daniel Díaz,Real Sociedad,Laliga,18 years old (22-06-2006),167cm,,Forward,,,0(1),9.0,-,-,-,-,33.3,1,-,6.07,,
542,Daniel Yáñez,Real Madrid,Laliga,18 years old (28-03-2007),177cm,,Forward,,,0(1),1.0,-,-,-,-,-,-,-,6.07,,
543,Kelechi Iheanacho,Middlesbrough,Laliga,28 years old (03-10-1996),185cm,Nigeria,"Attacking Midfielder (Centre), Forward",,,5(4),402.0,-,-,-,-,74.7,0.2,-,6.07,,
544,Nacho Vidal,Real Oviedo,Laliga,30 years old (24-01-1995),180cm,Spain,Defender (Right),,,1(4),120.0,-,-,-,-,77.1,0.6,-,6.05,,
545,Mateo Flores,Real Betis Balompié,Laliga,21 years old (07-04-2004),"1,78m",Spain,Midfielder,Central Midfield,left,1(5),150.0,-,-,1,-,80.9,-,-,6.05,"Jun 30, 2029",€1.00m
546,Lorenzo Aguado,Real Madrid,Laliga,22 years old (19-09-2002),177cm,Spain,Defender,,,0(2),4.0,-,-,-,-,-,-,-,6.05,,
547,Rodrigo Abajas,Valencia CF,Laliga,21 years old (12-05-2003),186cm,Spain,Defender,,,1,66.0,-,-,1,-,55,-,-,6.05,,
548,Marcão,Sevilla FC,Laliga,28 years old (05-06-1996),"1,85m",Brazil,Defender (Centre),Centre-Back,left,5(6),462.0,-,-,3,1,88.5,1.2,-,6.05,"Jun 30, 2027",€3.00m
549,Jan Salas,RCD Mallorca,Laliga,19 years old (10-08-2005),182cm,,Midfielder,,,0(3),21.0,-,-,-,-,81.3,0.3,-,6.05,,
550,Álvaro Odriozola,Real Sociedad,Laliga,29 years old (14-12-1995),"1,76m",Spain,Defender (Right),Right-Back,right,0(2),42.0,-,-,1,-,70.8,0.5,-,6.05,"Jun 30, 2029",€1.20m
551,Enzo Loiodice,UD Las Palmas,Laliga,24 years old (27-11-2000),"1,77m",France,Defensive Midfielder (C),Central Midfield,left,5(10),498.0,-,-,3,-,85.4,0.5,-,6.04,"Jun 30, 2026",€1.50m
552,Diego Hormigo,Sevilla FC,Laliga,22 years old (16-04-2003),182cm,Spain,Defender,,,1,38.0,-,-,-,-,71.4,1,-,6.03,,
553,Gorka Rivera,Getafe CF,Laliga,20 years old (01-08-2004),184cm,,Defender,,,0(1),19.0,-,-,-,-,33.3,-,-,6.03,,
554,Chuki,Real Valladolid CF,Laliga,21 years old (29-04-2004),-,,Midfielder,Attacking Midfield,left,7(8),629.0,1,-,1,-,75.4,-,-,6.02,"Jun 30, 2025",€1.00m
555,Kim Min-Su,Girona FC,Laliga,19 years old (19-01-2006),"1,77m",South Korea,Forward,Left Winger,right,0(3),20.0,-,-,-,-,90,-,-,6.01,"Jun 30, 2027",€1.00m
556,Maximiliano Caufriez,Salzburg,Laliga,28 years old (16-02-1997),189cm,Belgium,"Defender (Centre, Right)",,,1,90.0,-,-,-,-,78.6,2,-,6.01,,
557,Tadeo Allende,Inter Miami CF,Laliga,26 years old (20-02-1999),183cm,Argentina,"Attacking Midfielder (Left, Right)",,,0(1),1.0,-,-,-,-,33.3,-,-,6.01,,
558,Raúl de Tomás,Rayo Vallecano,Laliga,30 years old (17-10-1994),"1,80m",Spain,Forward,Centre-Forward,right,0(2),21.0,-,-,-,-,83.3,-,-,6.01,"Jun 30, 2027",€800k
559,Iker Benito,CD Mirandes,Laliga,22 years old (10-08-2002),176cm,Spain,Forward,,,0(2),35.0,-,-,-,-,81.8,-,-,6.01,,
560,Israel Domínguez,Sevilla FC,Laliga,21 years old (07-05-2003),175cm,Spain,Forward,,,0(1),17.0,-,-,-,-,100,-,-,6.0,,
561,Juan Carlos,Girona FC,Laliga,37 years old (20-01-1988),"1,87m",Spain,Goalkeeper,Goalkeeper,,1,1.0,-,-,-,1,-,-,-,6.0,"Jun 30, 2025",€100k
562,Rafael Bauza,RCD Espanyol Barcelona,Laliga,20 years old (30-01-2005),"1,83m",,Midfielder,Central Midfield,right,2(3),182.0,-,-,1,-,85.2,0.6,-,6.0,"Jun 30, 2028",€200k
563,Ismael Bekhoucha,Getafe CF,Laliga,20 years old (20-11-2004),176cm,,Defender,,,0(2),8.0,-,-,1,-,50,-,-,6.0,,
564,Arnau Solà,Villarreal CF,Laliga,22 years old (04-04-2003),179cm,,Defender,,,0(1),12.0,-,-,-,-,50,-,-,5.99,,
565,Javier Martón,Albacete,Laliga,25 years old (06-05-1999),183cm,Spain,Forward,,,0(3),49.0,-,-,1,-,85.7,0.7,-,5.99,,
566,Marc Cardona,UD Las Palmas,Laliga,29 years old (08-07-1995),"1,82m",Spain,Forward,Centre-Forward,right,0(10),102.0,-,-,1,-,83.3,-,-,5.98,"Jun 30, 2026",€900k
567,Adrián Niño,Atlético de Madrid,Laliga,20 years old (19-06-2004),184cm,Spain,Forward,,,0(1),11.0,-,-,-,-,-,-,-,5.98,,
568,Alberto Marí,Real Zaragoza,Laliga,23 years old (11-07-2001),183cm,Spain,Forward,,,0(1),6.0,-,-,-,-,50,-,-,5.98,,
569,Luca de la Torre,San Diego FC,Laliga,26 years old (23-05-1998),178cm,USA,"Midfielder (Centre, Left, Right)",,,0(1),4.0,-,-,-,-,80,-,-,5.98,,
570,Roger Hinojo,RCD Espanyol Barcelona,Laliga,20 years old (21-02-2005),180cm,,Defender,,,0(1),8.0,-,-,-,-,57.1,-,-,5.98,,
571,Joseph Aidoo,Real Valladolid CF,Laliga,29 years old (29-09-1995),"1,81m",Ghana,Defender (Centre),Centre-Back,right,5(2),538.0,-,-,-,-,89.7,0.9,-,5.97,"Jun 30, 2025",€1.40m
572,Aboubacar Bassinga,UD Las Palmas,Laliga,19 years old (13-07-2005),178cm,Ivory Coast,Midfielder,,,0(1),3.0,-,-,-,-,50,-,-,5.94,,
573,Darío Benavides,Sevilla FC,Laliga,22 years old (12-01-2003),178cm,,Defender,,,0(1),4.0,-,-,1,-,-,-,-,5.93,,
574,David Otorbi,Valencia CF,Laliga,17 years old (16-10-2007),180cm,,Forward,,,0(1),13.0,-,-,-,-,50,-,-,5.92,,
575,Javi Martínez,Eibar,Laliga,25 years old (22-12-1999),180cm,Spain,"Midfielder (Centre, Right)",,,0(1),5.0,-,-,-,-,100,-,-,5.92,,
576,Kenedy,Real Valladolid CF,Laliga,29 years old (08-02-1996),"1,80m",Brazil,"Defender (Left), Midfielder (Left, Right)",Left Winger,left,0(2),7.0,-,-,-,-,50,-,-,5.91,"Jun 30, 2027",€300k
577,Stole Dimitrievski,Valencia CF,Laliga,31 years old (25-12-1993),"1,88m",Macedonia,Goalkeeper,Goalkeeper,right,4,360.0,-,-,1,-,39.8,-,-,5.9,"Jun 30, 2026",€3.00m
578,Jesús Vallejo,Real Madrid,Laliga,28 years old (05-01-1997),"1,84m",Spain,"Defender (Centre, Right)",Centre-Back,right,0(1),10.0,-,-,-,-,85.7,-,-,5.89,"Jun 30, 2025",€1.00m
579,Thiago Ojeda,Villarreal CF,Laliga,22 years old (12-01-2003),188cm,,Midfielder,,,0(1),7.0,-,-,1,-,100,-,-,5.89,,
580,Unai García,CA Osasuna,Laliga,33 years old (03-02-1992),"1,86m",Spain,Defender (Centre),Centre-Back,right,0(1),3.0,-,-,-,-,-,-,-,5.89,"Jun 30, 2025",€1.00m
581,Urko González,RCD Espanyol Barcelona,Laliga,24 years old (20-03-2001),"1,89m",Spain,Defensive Midfielder (C),Defensive Midfield,right,1,46.0,-,-,1,-,62.5,-,-,5.79,"Jun 30, 2025",€1.50m
582,Fran González,Real Madrid,Laliga,19 years old (24-06-2005),"1,99m",,Goalkeeper,Goalkeeper,right,1,90.0,-,-,-,-,94.1,-,-,5.78,"Jun 30, 2026",€400k
583,Adu Ares,Athletic Bilbao,Laliga,23 years old (12-10-2001),183cm,,Forward,,,0(1),18.0,-,-,-,-,62.5,-,-,5.77,,
584,André Ferreira,Real Valladolid CF,Laliga,28 years old (29-05-1996),"1,93m",Portugal,Goalkeeper,Goalkeeper,right,4,360.0,-,-,-,-,73.4,-,-,5.64,"Jun 30, 2027",€800k
585,Arnau Rafús,Real Valladolid CF,Laliga,22 years old (27-04-2003),190cm,,Goalkeeper,,,1,90.0,-,-,-,-,73.7,-,-,5.21,,
586,Valentín Pezzolesi,UD Las Palmas,Laliga,18 years old (16-04-2007),180cm,Argentina,Defender,,,0(1),5.0,-,-,-,-,40,-,-,5.09,,
587,Juan Cruz,CA Osasuna,Laliga,,"1,82m",,,Left-Back,left,,,,,,,,,,,"Jun 30, 2026",€1.80m
588,José Manuel Arnáiz,CA Osasuna,Laliga,,"1,73m",,,Left Winger,right,,,,,,,,,,,"Jun 30, 2025",€1.80m
589,Adrià Altimira,CD Leganés,Laliga,,"1,70m",,,Right-Back,right,,,,,,,,,,,"Jun 30, 2025",€1.50m
590,Fer López,Celta de Vigo,Laliga,,"1,88m",,,Right Winger,left,,,,,,,,,,,"Jun 30, 2028",€1.50m
591,Carlos Protesoni,Deportivo Alavés,Laliga,,"1,85m",,,Defensive Midfield,right,,,,,,,,,,,"Jun 30, 2026",€1.50m
592,Bertuğ Yıldırım,Getafe CF,Laliga,,"1,91m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2025",€2.50m
593,Jiri Letacek,Getafe CF,Laliga,,"1,96m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2028",€2.00m
594,Vladyslav Krapyvtsov,Girona FC,Laliga,,"1,88m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2029",€200k
595,Omar Sadik,RCD Espanyol Barcelona,Laliga,,-,,,Centre-Forward,left,,,,,,,,,,,"Jun 30, 2028",€500k
596,Ángel Fortuño,RCD Espanyol Barcelona,Laliga,,"1,83m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€300k
597,Fernando Pacheco,RCD Espanyol Barcelona,Laliga,,"1,87m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2026",€900k
598,Pablo Ramón,RCD Espanyol Barcelona,Laliga,,"1,84m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2028",€200k
599,David López,RCD Mallorca,Laliga,,"1,95m",,,Centre-Back,,,,,,,,,,,,"Jun 30, 2027",€500k
600,Iván Cuéllar,RCD Mallorca,Laliga,,"1,87m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2025",€100k
601,Joni Montiel,Rayo Vallecano,Laliga,,"1,73m",,,Attacking Midfield,left,,,,,,,,,,,"Jun 30, 2025",€900k
602,Jaume Doménech,Valencia CF,Laliga,,"1,85m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€600k
603,Iker Álvarez,Villarreal CF,Laliga,,"1,90m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€800k
