,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
467,Fin Stevens,FC St. Pauli,Bundesliga,22 years old (10-04-2003),"1,79m",Wales,"Defender (Right), Midfielder (Right)",Right-Back,right,0(1),1.0,-,-,-,-,-,-,-,6.0,-,€600k
468,Lasse Rieß,1.FSV Mainz 05,Bundesliga,23 years old (27-07-2001),"1,92m",Germany,Goalkeeper,Goalkeeper,right,1,1.0,-,-,1,-,-,-,-,6.0,"Jun 30, 2027",€200k
469,Maurides,Debrecen,Bundesliga,31 years old (10-03-1994),189cm,Brazil,Forward,,,0(1),1.0,-,-,-,-,50,-,-,6.0,,
470,Stefan Schimmer,1.FC Heidenheim 1846,Bundesliga,31 years old (28-04-1994),"1,85m",Germany,Forward,Centre-Forward,right,0(13),238.0,-,-,1,-,62,0.2,-,5.99,"Jun 30, 2026",€500k
471,Jarzinho Malanga,VfB Stuttgart II,Bundesliga,18 years old (10-07-2006),179cm,Germany,Midfielder,,,0(1),1.0,-,-,-,-,100,-,-,5.97,,
472,Almugera Kabar,Borussia Dortmund,Bundesliga,18 years old (06-06-2006),"1,86m",Germany,Defender,Left-Back,left,1(4),134.0,-,-,-,1,91.6,0.4,-,5.97,"Jun 30, 2028",€1.00m
473,Jeanuël Belocian,Bayer 04 Leverkusen,Bundesliga,20 years old (17-02-2005),"1,82m",France,"Defender (Centre, Left)",Centre-Back,left,1(4),66.0,-,-,1,-,88.9,0.2,-,5.97,"Jun 30, 2029",€15.00m
474,Robin Hranác,TSG 1899 Hoffenheim,Bundesliga,25 years old (29-01-2000),"1,90m",Czech Republic,Defender (Centre),Centre-Back,right,2(2),220.0,-,-,-,-,86.4,1.3,-,5.96,-,€3.50m
475,Adam Aznou,Real Valladolid CF,Bundesliga,18 years old (02-06-2006),178cm,Spain,Defender (Left),,,0(2),15.0,-,-,-,-,84.6,-,-,5.95,,
476,Kevin Volland,1.FC Union Berlin,Bundesliga,32 years old (30-07-1992),"1,79m",Germany,"Attacking Midfielder (Centre, Left, Right), Forward",Centre-Forward,left,0(3),52.0,-,-,1,-,72.7,0.3,-,5.93,"Jun 30, 2026",€1.80m
477,Ayman Azhil,Borussia Dortmund II,Bundesliga,24 years old (10-04-2001),170cm,Morocco,Defensive Midfielder (C),,,0(1),23.0,-,-,1,-,75,-,-,5.92,,
478,Kjell-Arik Wätjen,Borussia Dortmund,Bundesliga,19 years old (16-02-2006),184cm,,Midfielder,,,0(2),14.0,-,-,-,-,37.5,-,-,5.92,,
479,Assan Ouédraogo,RB Leipzig,Bundesliga,18 years old (09-05-2006),"1,91m",,Attacking Midfielder (Centre),Central Midfield,right,0(3),48.0,-,-,-,-,83.3,-,-,5.91,"Jun 30, 2029",€10.00m
480,Denis Thomalla,AEL Limassol,Bundesliga,32 years old (16-08-1992),186cm,Germany,"Midfielder (Centre, Left), Forward",,,0(1),4.0,-,-,-,-,100,-,-,5.91,,
481,Tobias Sippel,Borussia Mönchengladbach,Bundesliga,37 years old (22-03-1988),"1,83m",Germany,Goalkeeper,Goalkeeper,right,0(1),58.0,-,-,-,-,56.3,-,-,5.9,"Jun 30, 2025",€300k
482,Grant-Leon Ranos,Kaiserslautern,Bundesliga,21 years old (20-07-2003),180cm,,Forward,,,0(2),18.0,-,-,1,-,63.6,-,-,5.89,,
483,Daniel Peretz,Bayern Munich,Bundesliga,24 years old (10-07-2000),"1,90m",Israel,Goalkeeper,Goalkeeper,right,3,270.0,-,-,1,-,75.5,-,-,5.88,"Jun 30, 2028",€3.00m
484,Norman Theuerkauf,1.FC Heidenheim 1846,Bundesliga,38 years old (24-01-1987),"1,83m",Germany,"Defender (Centre, Left), Defensive Midfielder (C)",Defensive Midfield,left,0(1),21.0,-,-,-,-,83.3,-,-,5.87,"Jun 30, 2025",€175k
485,Maximilian Philipp,SC Freiburg,Bundesliga,31 years old (01-03-1994),"1,83m",Germany,"Attacking Midfielder (Centre, Left, Right), Forward",Second Striker,right,0(2),15.0,-,-,-,-,42.9,-,-,5.85,-,€1.00m
486,Ivan Nekic,Holstein Kiel,Bundesliga,24 years old (24-12-2000),"1,85m",Croatia,Defender,Centre-Back,right,1,72.0,-,-,-,-,75,-,-,5.33,-,€800k
487,Frank Feller,1.FC Heidenheim 1846,Bundesliga,,"1,83m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2029",€500k
488,Paul Tschernuth,1.FC Heidenheim 1846,Bundesliga,,"1,86m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2027",€100k
489,Luka Janes,1.FC Heidenheim 1846,Bundesliga,,"1,83m",,,Defensive Midfield,right,,,,,,,,,,,"Jun 30, 2028",€200k
490,Christopher Negele,1.FC Heidenheim 1846,Bundesliga,,"1,72m",,,Left Winger,right,,,,,,,,,,,"Jun 30, 2025",€250k
491,Vitus Eicher,1.FC Heidenheim 1846,Bundesliga,,"1,91m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2025",€250k
492,Carl Klaus,1.FC Union Berlin,Bundesliga,,"1,89m",,,Goalkeeper,right,,,,,,,,,,,-,€350k
493,Maxim Dal,1.FSV Mainz 05,Bundesliga,,"1,88m",,,Centre-Back,left,,,,,,,,,,,"Jun 30, 2027",€150k
494,Daniel Batz,1.FSV Mainz 05,Bundesliga,,"1,91m",,,Goalkeeper,both,,,,,,,,,,,"Jun 30, 2026",€350k
495,Alejo Sarco,Bayer 04 Leverkusen,Bundesliga,,"1,79m",,,Centre-Forward,left,,,,,,,,,,,"Jun 30, 2029",€800k
496,Alejandro Grimaldo,Bayer 04 Leverkusen,Bundesliga,,"1,71m",,,Left-Back,left,,,,,,,,,,,"Jun 30, 2027",€40.00m
497,Niklas Lomb,Bayer 04 Leverkusen,Bundesliga,,"1,86m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€250k
498,Tarek Buchmann,Bayern Munich,Bundesliga,,"1,88m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2026",€500k
499,Cole Campbell,Borussia Dortmund,Bundesliga,,"1,70m",,,Right Winger,left,,,,,,,,,,,"Jun 30, 2028",€1.50m
500,Kjell Wätjen,Borussia Dortmund,Bundesliga,,"1,84m",,,Central Midfield,right,,,,,,,,,,,"Jun 30, 2028",€2.00m
501,Marcel Lotka,Borussia Dortmund,Bundesliga,,"1,90m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€1.30m
502,Filippo Mané,Borussia Dortmund,Bundesliga,,"1,88m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2028",€600k
503,Silas Ostrzinski,Borussia Dortmund,Bundesliga,,"1,98m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€200k
504,Yvandro Borges Sanches,Borussia Mönchengladbach,Bundesliga,,"1,80m",,,Left Winger,right,,,,,,,,,,,"Jun 30, 2026",€500k
505,Jens Grahl,Eintracht Frankfurt,Bundesliga,,"1,92m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€200k
506,Krisztián Lisztes,Eintracht Frankfurt,Bundesliga,,"1,83m",,,Attacking Midfield,right,,,,,,,,,,,"Jun 30, 2029",€2.00m
507,Mahmut Kücüksahin,FC Augsburg,Bundesliga,,"1,82m",,,Defensive Midfield,right,,,,,,,,,,,"Jun 30, 2027",€175k
508,Reece Oxford,FC Augsburg,Bundesliga,,"1,90m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2025",€500k
509,Daniel Klein,FC Augsburg,Bundesliga,,"1,93m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€150k
510,Marwin Schmitz,FC St. Pauli,Bundesliga,,"1,80m",,,Defensive Midfield,right,,,,,,,,,,,-,€200k
511,Muhammad Dahaba,FC St. Pauli,Bundesliga,,"1,94m",,,Centre-Back,right,,,,,,,,,,,-,€125k
512,Sören Ahlers,FC St. Pauli,Bundesliga,,"1,94m",,,Goalkeeper,both,,,,,,,,,,,-,€50k
513,Sascha Burchert,FC St. Pauli,Bundesliga,,"1,87m",,,Goalkeeper,right,,,,,,,,,,,-,€200k
514,Ben Voll,FC St. Pauli,Bundesliga,,"1,95m",,,Goalkeeper,both,,,,,,,,,,,-,€500k
515,Eric Oelschlägel,FC St. Pauli,Bundesliga,,"1,93m",,,Goalkeeper,right,,,,,,,,,,,-,€300k
516,Simon Zoller,FC St. Pauli,Bundesliga,,"1,79m",,,Centre-Forward,right,,,,,,,,,,,-,€300k
517,Romeo Aigbekaen,FC St. Pauli,Bundesliga,,"1,89m",,,Left Winger,both,,,,,,,,,,,"Jun 30, 2028",€100k
518,Aurel Wagbe,Holstein Kiel,Bundesliga,,"1,91m",,,Left Midfield,left,,,,,,,,,,,"Jun 30, 2026",€100k
519,Colin Kleine-Bekel,Holstein Kiel,Bundesliga,,"1,92m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2025",€2.50m
520,Marcel Engelhardt,Holstein Kiel,Bundesliga,,"1,91m",,,Goalkeeper,right,,,,,,,,,,,-,€175k
521,Leopold Zingerle,RB Leipzig,Bundesliga,,"1,82m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2026",€400k
522,Jannik Huth,SC Freiburg,Bundesliga,,"1,85m",,,Goalkeeper,right,,,,,,,,,,,-,€400k
523,Daniel-Kofi Kyereh,SC Freiburg,Bundesliga,,"1,79m",,,Attacking Midfield,right,,,,,,,,,,,-,€1.50m
524,Manuel Gulde,SC Freiburg,Bundesliga,,"1,84m",,,Centre-Back,right,,,,,,,,,,,-,€800k
525,Leon Opitz,SV Werder Bremen,Bundesliga,,"1,83m",,,Attacking Midfield,left,,,,,,,,,,,-,€600k
526,Markus Kolke,SV Werder Bremen,Bundesliga,,"1,87m",,,Goalkeeper,right,,,,,,,,,,,-,€300k
527,Mio Backhaus,SV Werder Bremen,Bundesliga,,"1,94m",,,Goalkeeper,right,,,,,,,,,,,-,€2.00m
528,Abdenego Nankishi,SV Werder Bremen,Bundesliga,,"1,78m",,,Left Winger,left,,,,,,,,,,,"Jun 30, 2025",€450k
529,Jakob Busk,TSG 1899 Hoffenheim,Bundesliga,,"1,89m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€250k
530,Lúkas Petersson,TSG 1899 Hoffenheim,Bundesliga,,"1,95m",,,Goalkeeper,,,,,,,,,,,,"Jun 30, 2027",€150k
531,Ozan Kabak,TSG 1899 Hoffenheim,Bundesliga,,"1,87m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2026",€7.50m
532,Christopher Lenz,TSG 1899 Hoffenheim,Bundesliga,,"1,80m",,,Left-Back,left,,,,,,,,,,,-,€800k
533,Ihlas Bebou,TSG 1899 Hoffenheim,Bundesliga,,"1,85m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2026",€2.80m
534,Thomas Kastanaras,VfB Stuttgart,Bundesliga,,"1,86m",,,Centre-Forward,,,,,,,,,,,,"Jun 30, 2026",€500k
535,Dennis Seimen,VfB Stuttgart,Bundesliga,,"1,92m",,,Goalkeeper,left,,,,,,,,,,,"Jun 30, 2029",€1.50m
536,Fabian Bredlow,VfB Stuttgart,Bundesliga,,"1,90m",,,Goalkeeper,both,,,,,,,,,,,"Jun 30, 2026",€1.00m
537,Stefan Drljaca,VfB Stuttgart,Bundesliga,,"1,92m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2027",€325k
538,Luca Raimund,VfB Stuttgart,Bundesliga,,"1,88m",,,Right Winger,left,,,,,,,,,,,"Jun 30, 2026",€500k
539,Nikolas Nartey,VfB Stuttgart,Bundesliga,,"1,86m",,,Central Midfield,left,,,,,,,,,,,"Jun 30, 2025",€400k
540,Wahid Faghir,VfB Stuttgart,Bundesliga,,"1,86m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2026",€1.00m
541,Niklas Jahn,VfL Bochum,Bundesliga,,"1,72m",,,Defensive Midfield,right,,,,,,,,,,,"Jun 30, 2027",€200k
542,Mohammed Tolba,VfL Bochum,Bundesliga,,"1,85m",,,Centre-Back,right,,,,,,,,,,,"Jun 30, 2025",€200k
543,Paul Grave,VfL Bochum,Bundesliga,,"1,93m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€50k
544,Pavao Pervan,VfL Wolfsburg,Bundesliga,,"1,94m",,,Goalkeeper,both,,,,,,,,,,,"Jun 30, 2026",€300k
545,Niklas Klinger,VfL Wolfsburg,Bundesliga,,"1,87m",,,Goalkeeper,right,,,,,,,,,,,"Jun 30, 2025",€100k
546,Mathys Angély,VfL Wolfsburg,Bundesliga,,"1,90m",,,Centre-Back,left,,,,,,,,,,,-,€600k
547,Rogério,VfL Wolfsburg,Bundesliga,,"1,78m",,,Left-Back,left,,,,,,,,,,,"Jun 30, 2027",€3.50m
548,Bennit Bröger,VfL Wolfsburg,Bundesliga,,"1,81m",,,Attacking Midfield,,,,,,,,,,,,"Jun 30, 2025",€500k
549,Bartosz Bialek,VfL Wolfsburg,Bundesliga,,"1,91m",,,Centre-Forward,right,,,,,,,,,,,"Jun 30, 2025",€800k
